Epoch,Cycle,Cycle_reward,Episode,Reward,Achieved_Goals
0,3,5.0,27,1.0,1
0,3,5.0,28,0.0,0
0,3,6.0,29,1.0,1
0,3,6.0,30,0.0,0
0,3,6.0,31,0.0,0
0,3,6.0,32,0.0,0
0,3,6.0,33,0.0,0
0,3,6.0,34,0.0,0
0,3,6.0,35,0.0,0
0,3,6.0,36,0.0,0
0,3,6.0,37,0.0,0
0,3,6.0,38,0.0,0
0,3,6.0,39,0.0,0
0,3,6.0,40,0.0,0
0,3,6.0,41,0.0,0
0,3,6.0,42,0.0,0
0,3,7.0,43,1.0,1
0,3,7.0,44,0.0,0
0,3,7.0,45,0.0,0
0,3,7.0,46,0.0,0
0,3,7.0,47,0.0,0
0,3,7.0,48,0.0,0
0,3,7.0,49,0.0,0
0,3,7.0,50,0.0,0
0,3,7.0,51,0.0,0
0,3,7.0,52,0.0,0
0,3,7.0,53,0.0,0
0,3,7.0,54,0.0,0
0,3,7.0,55,0.0,0
0,3,7.0,56,0.0,0
0,3,7.0,57,0.0,0
0,3,7.0,58,0.0,0
0,3,8.0,59,1.0,1
0,3,8.0,60,0.0,0
0,3,8.0,61,0.0,0
0,3,8.0,62,0.0,0
0,3,8.0,63,0.0,0
0,3,8.0,64,0.0,0
0,3,8.0,65,0.0,0
0,3,8.0,66,0.0,0
0,3,8.0,67,0.0,0
0,3,8.0,68,0.0,0
0,3,8.0,69,0.0,0
0,3,10.0,70,2.0,2
0,3,10.0,71,0.0,0
0,3,10.0,72,0.0,0
0,3,10.0,73,0.0,0
0,3,10.0,74,0.0,0
0,3,10.0,75,0.0,0
0,3,10.0,76,0.0,0
0,3,10.0,77,0.0,0
0,3,10.0,78,0.0,0
0,3,10.0,79,0.0,0
0,3,10.0,80,0.0,0
0,3,10.0,81,0.0,0
0,3,10.0,82,0.0,0
0,3,10.0,83,0.0,0
0,3,10.0,84,0.0,0
0,3,10.0,85,0.0,0
0,3,10.0,86,0.0,0
0,3,10.0,87,0.0,0
0,3,10.0,88,0.0,0
0,3,10.0,89,0.0,0
0,3,10.0,90,0.0,0
0,3,10.0,91,0.0,0
0,3,10.0,92,0.0,0
0,3,10.0,93,0.0,0
0,3,10.0,94,0.0,0
0,3,10.0,95,0.0,0
0,3,10.0,96,0.0,0
0,3,10.0,97,0.0,0
0,3,10.0,98,0.0,0
0,3,10.0,99,0.0,0
0,4,1.0,0,1.0,1
0,4,2.0,1,1.0,1
0,4,2.0,2,0.0,0
0,4,2.0,3,0.0,0
0,4,3.0,4,1.0,1
0,4,4.0,5,1.0,1
0,4,4.0,6,0.0,0
0,4,4.0,7,0.0,0
0,4,4.0,8,0.0,0
0,4,5.0,9,1.0,1
0,4,5.0,10,0.0,0
0,4,5.0,11,0.0,0
0,4,5.0,12,0.0,0
0,4,7.0,13,2.0,2
0,4,8.0,14,1.0,1
0,4,9.0,15,1.0,1
0,4,10.0,16,1.0,1
0,4,10.0,17,0.0,0
0,4,10.0,18,0.0,0
0,4,10.0,19,0.0,0
0,4,13.0,20,3.0,3
0,4,14.0,21,1.0,1
0,4,14.0,22,0.0,0
0,4,14.0,23,0.0,0
0,4,14.0,24,0.0,0
0,4,14.0,25,0.0,0
0,4,14.0,26,0.0,0
0,4,14.0,27,0.0,0
0,4,14.0,28,0.0,0
0,4,15.0,29,1.0,1
0,4,16.0,30,1.0,1
0,4,17.0,31,1.0,1
0,4,17.0,32,0.0,0
0,4,17.0,33,0.0,0
0,4,17.0,34,0.0,0
0,4,17.0,35,0.0,0
0,4,17.0,36,0.0,0
0,4,17.0,37,0.0,0
0,4,17.0,38,0.0,0
0,4,18.0,39,1.0,1
0,4,19.0,40,1.0,1
0,4,19.0,41,0.0,0
0,4,19.0,42,0.0,0
0,4,19.0,43,0.0,0
0,4,19.0,44,0.0,0
0,4,19.0,45,0.0,0
0,4,19.0,46,0.0,0
0,4,19.0,47,0.0,0
0,4,19.0,48,0.0,0
0,4,19.0,49,0.0,0
0,4,19.0,50,0.0,0
0,4,19.0,51,0.0,0
0,4,20.0,52,1.0,1
0,4,21.0,53,1.0,1
0,4,21.0,54,0.0,0
0,4,21.0,55,0.0,0
0,4,21.0,56,0.0,0
0,4,21.0,57,0.0,0
0,4,21.0,58,0.0,0
0,4,21.0,59,0.0,0
0,4,22.0,60,1.0,1
0,4,22.0,61,0.0,0
0,4,22.0,62,0.0,0
0,4,22.0,63,0.0,0
0,4,22.0,64,0.0,0
0,4,22.0,65,0.0,0
0,4,22.0,66,0.0,0
0,4,23.0,67,1.0,1
0,4,23.0,68,0.0,0
0,4,24.0,69,1.0,1
0,4,24.0,70,0.0,0
0,4,24.0,71,0.0,0
0,4,24.0,72,0.0,0
0,4,24.0,73,0.0,0
0,4,25.0,74,1.0,1
0,4,25.0,75,0.0,0
0,4,25.0,76,0.0,0
0,4,25.0,77,0.0,0
0,4,25.0,78,0.0,0
0,4,25.0,79,0.0,0
0,4,25.0,80,0.0,0
0,4,25.0,81,0.0,0
0,4,26.0,82,1.0,1
0,4,26.0,83,0.0,0
0,4,27.0,84,1.0,1
0,4,27.0,85,0.0,0
0,4,27.0,86,0.0,0
0,4,27.0,87,0.0,0
0,4,29.0,88,2.0,2
0,4,29.0,89,0.0,0
0,4,29.0,90,0.0,0
0,4,29.0,91,0.0,0
0,4,29.0,92,0.0,0
0,4,29.0,93,0.0,0
0,4,29.0,94,0.0,0
0,4,29.0,95,0.0,0
0,4,30.0,96,1.0,1
0,4,30.0,97,0.0,0
0,4,31.0,98,1.0,1
0,4,31.0,99,0.0,0
0,0,0.0,0,0.0,0
0,0,0.0,1,0.0,0
0,0,1.0,2,1.0,1
0,0,1.0,3,0.0,0
0,0,1.0,4,0.0,0
0,0,1.0,5,0.0,0
0,0,2.0,6,1.0,1
0,0,2.0,7,0.0,0
0,0,2.0,8,0.0,0
